SFD_EBV,common_aperture_arcsec,field_id,full_stellar,galaxy_id,logMstar,logMstar_method_sd,n_optical_profile_rows,reason,response_products_used,selected_size_pix,spatial_shard,stage1_R50_arcsec,stage1_Rd_arcsec,status,team_release
,,NGC5044,False,WALLABY J130216-145410,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/195/1956m150/legacysurvey-1956m150-image-r.fits.fz,False,,12,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130221-154600,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,14,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0435,45.03045029770459,NGC5044,True,WALLABY J130223-122031,10.320936146533368,0.13497625656670065,55,,False,1024,2,12.854905630491828,7.659265757889685,pass,NGC 5044 TR3
0.0593,21.007037398046766,NGC5044,True,WALLABY J130224-155038,9.196766876496381,0.16701916631496344,47,,False,1536,14,9.462824968344203,5.638181511113067,pass,NGC 5044 TR3
0.0563,72.52199050895625,NGC5044,True,WALLABY J130235-113803,9.408938809177865,0.15959120670573673,60,,False,1024,1,12.663557838137171,7.545256084387808,pass,NGC 5044 TR3
0.0444,49.53349532747505,NGC5044,True,WALLABY J130244-125326,10.488423888473044,0.13210101623709522,56,,False,1024,21,14.652190724384901,8.730131976010188,pass,NGC 5044 TR3
0.055,17.361187932270052,NGC5044,True,WALLABY J130252-113001,10.123100775227702,0.15049154598324105,45,,False,1024,10,6.337386045136951,3.7759689044242517,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130254-135530,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,11,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0548,19.09730672549706,NGC5044,True,WALLABY J130254-155621,8.757439083989745,0.16274686957149884,46,,False,1024,22,6.327080040792771,3.7698283361118095,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130315-140627,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,11,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0495,23.107741137851445,NGC5044,True,WALLABY J130320-112144,10.764138279487648,0.15165899038462058,48,,False,1024,18,6.63747600553369,3.9547698092322383,pass,NGC 5044 TR3
0.0882,19.09730672549706,NGC5044,True,WALLABY J130320-193543,9.528950050987207,0.1564268134708649,46,,False,1280,19,7.580941348516153,4.51690943148824,pass,NGC 5044 TR3
0.0462,25.41851525163659,NGC5044,True,WALLABY J130321-134144,10.554388294053446,0.20982097048940898,49,,False,1024,10,1.472662606374262,0.877448236350484,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130328-120420,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/195/1959m122/legacysurvey-1959m122-image-r.fits.fz,False,,20,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0749,27.960366776800253,NGC5044,True,WALLABY J130334-163733,10.12498301662571,0.15658286574780678,50,,False,1024,16,3.9517499148957658,2.354548814042642,pass,NGC 5044 TR3
0.0534,8.099122299612137,NGC5044,True,WALLABY J130337-155652,8.66892713746945,0.13538620480567715,37,,False,1536,18,4.5387055670539596,2.7042712824294486,pass,NGC 5044 TR3
0.1241,14.348089200223182,NGC5044,True,WALLABY J130340-211340,8.509675578163918,0.16092024312345588,43,,False,1024,21,4.944548586002331,2.9460824343321566,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130342-123045,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/195/1959m125/legacysurvey-1959m125-image-r.fits.fz,False,,17,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0865,0.9949445639880927,NGC5044,True,WALLABY J130347-180311,8.353391083772523,0.2754732443589909,15,,False,1024,15,0.662413904183612,0.39468233215411336,pass,NGC 5044 TR3
0.0774,15.7828981202455,NGC5044,True,WALLABY J130353-192550,9.985977956583838,0.1352864608520842,44,,False,1280,18,5.125139894158503,3.0536831326563925,pass,NGC 5044 TR3
0.0724,17.361187932270052,NGC5044,True,WALLABY J130355-163807,10.433969533318109,0.13533609203598274,45,,False,1024,15,5.851425531101024,3.486421798297466,pass,NGC 5044 TR3
0.0585,188.10336607404918,NGC5044,True,WALLABY J130357-112956,11.052612956038466,0.1521555512363066,70,,False,1536,1,28.384416432919725,16.91212639684119,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130358-143526,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/195/1958m147/legacysurvey-1958m147-image-r.fits.fz,False,,12,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0859,11.857924958862132,NGC5044,True,WALLABY J130358-164910,9.334851794935446,0.1546040570203356,41,,False,2048,15,5.223101342134965,3.112050948465142,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130401-170100,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,1,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.094,15.7828981202455,NGC5044,True,WALLABY J130401-200110,9.922612161335893,0.14201080248520082,44,,False,1024,2,4.488599924053444,2.6744171203887266,pass,NGC 5044 TR3
0.0567,23.107741137851445,NGC5044,True,WALLABY J130408-142339,8.893078185776975,0.17968169658351596,48,,False,1024,12,9.622425490691827,5.73327538818198,pass,NGC 5044 TR3
0.0787,19.09730672549706,NGC5044,True,WALLABY J130414-191227,9.715110684704952,0.13886014075953398,46,,False,1280,16,6.3743982228559,3.7980216610586726,pass,NGC 5044 TR3
0.0406,250.3655802445595,NGC5044,True,WALLABY J130415-102023,10.990448323089733,0.12654881668852264,73,,False,2816,6,53.08077005042147,31.62681517359801,pass,NGC 5044 TR3
0.1088,8.099122299612137,NGC5044,True,WALLABY J130417-202952,7.9834525163557455,0.20162793217107283,37,,False,1024,17,3.6376358021721793,2.1673919778269863,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130422-170313,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,1,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.1275,19.09730672549706,NGC5044,True,WALLABY J130425-204308,10.446077496073373,0.1278199519064746,46,,False,1536,10,6.290160810260364,3.7478309596741513,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130430-174819,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,3,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0782,19.09730672549706,NGC5044,True,WALLABY J130430-180121,10.193387868020723,0.15837642703113436,46,,False,1280,4,5.468852882108642,3.2584756993870228,pass,NGC 5044 TR3
0.0563,21.007037398046766,NGC5044,True,WALLABY J130444-160813,10.035549236542385,0.13876574323982266,47,,False,2560,18,6.669254641333632,3.973704294168292,pass,NGC 5044 TR3
0.0829,17.361187932270052,NGC5044,True,WALLABY J130445-190601,9.25288648073003,0.1559422691712805,45,,False,1024,8,7.687565926679539,4.580438951186862,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130449-171802,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1960m175/legacysurvey-1960m175-image-r.fits.fz,False,,7,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130501-131601,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1962m132/legacysurvey-1962m132-image-r.fits.fz,False,,20,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.091,21.007037398046766,NGC5044,True,WALLABY J130502-201243,9.143400478379531,0.15431363583138422,47,,False,1024,20,6.51272154014175,3.880438061307632,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130503-171522,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,7,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0596,8.099122299612137,NGC5044,True,WALLABY J130510-161645,9.212906621361187,0.16727255671467975,37,,False,1024,18,3.172226761834718,1.8900899401042381,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130516-171618,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1960m175/legacysurvey-1960m175-image-r.fits.fz,False,,7,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.056,37.21524817992115,NGC5044,True,WALLABY J130525-161217,10.402315478721984,0.14519248641167332,53,,False,1280,18,9.274758771707797,5.526127092238375,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130527-142801,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,13,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0388,14.348089200223182,NGC5044,True,WALLABY J130528-111138,7.554673907449867,0.22040259590839473,43,,False,1280,17,8.990396343222596,5.356697033867443,pass,NGC 5044 TR3
0.0609,65.92908228086931,NGC5044,True,WALLABY J130534-154506,9.032009183208977,0.1634772246516799,59,,False,1024,6,23.665127387724077,14.100259081400777,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130545-130604,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1965m130/legacysurvey-1965m130-image-r.fits.fz,False,,16,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0918,33.83204379992831,NGC5044,True,WALLABY J130545-193817,10.64434430862981,0.14632097473906375,52,,False,1536,10,5.02550463833588,2.994318021380068,pass,NGC 5044 TR3
0.0454,6.693489503811683,NGC5044,True,WALLABY J130546-133400,6.064552090900645,0.26219065048319246,35,,False,1024,13,3.979032870436357,2.3708046632221493,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130547-130037,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1965m130/legacysurvey-1965m130-image-r.fits.fz,False,,16,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130554-121523,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1964m122/legacysurvey-1964m122-image-r.fits.fz,False,,12,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0601,19.09730672549706,NGC5044,True,WALLABY J130559-145906,9.016447157330596,0.17532692815879397,46,,False,1024,22,7.1505875315592275,4.260494149358379,pass,NGC 5044 TR3
0.062,11.857924958862132,NGC5044,True,WALLABY J130602-155021,8.947293174296622,0.17859796610453052,41,,False,1536,6,3.834387542215988,2.2846214549340154,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130607-124509,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1965m127/legacysurvey-1965m127-image-r.fits.fz,False,,12,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.1043,19.09730672549706,NGC5044,True,WALLABY J130612-201622,10.490655651049284,0.15850292503030247,46,,False,1024,4,5.657549041005913,3.3709054651146673,pass,NGC 5044 TR3
0.1057,25.41851525163659,NGC5044,True,WALLABY J130614-202212,10.331944738200704,0.1478046107494167,49,,False,1536,4,4.716789644841551,2.8103781118555995,pass,NGC 5044 TR3
0.0872,87.75160851583708,NGC5044,True,WALLABY J130618-173039,8.327428307954225,0.16194854231028852,62,,False,2048,3,30.787001458671106,18.343645051828936,pass,NGC 5044 TR3
0.0612,11.857924958862132,NGC5044,True,WALLABY J130622-161408,9.593400234494275,0.15350434525448653,41,,False,1024,13,4.315136912691148,2.5710636348496165,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130623-145631,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,22,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0462,49.53349532747505,NGC5044,True,WALLABY J130629-133413,9.1070466850088,0.16286124871421348,56,,False,1280,13,12.539189755917054,7.47115455296439,pass,NGC 5044 TR3
0.0554,15.7828981202455,NGC5044,True,WALLABY J130630-112046,9.518893535600986,0.18927845009524846,44,,False,1024,18,6.840013437687798,4.075446542565015,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130639-135036,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,2,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0597,6.08499045801062,NGC5044,True,WALLABY J130643-155855,8.653553351456235,0.17867033723939518,34,,False,1280,12,2.2657473596618347,1.3499874418932543,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130645-122324,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1967m125/legacysurvey-1967m125-image-r.fits.fz,False,,3,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0901,27.960366776800253,NGC5044,True,WALLABY J130645-164412,10.61256952430146,0.13944487615772005,50,,False,1792,6,8.648413529097157,5.152935346826764,pass,NGC 5044 TR3
0.069,23.107741137851445,NGC5044,True,WALLABY J130647-162241,9.9005911905279,0.15169259916102065,48,,False,1024,1,5.823425954361006,3.469738968759492,pass,NGC 5044 TR3
0.0644,27.960366776800253,NGC5044,True,WALLABY J130654-154854,9.494252201521817,0.17872965392952928,50,,False,1024,11,9.662430394500802,5.7571112838858705,pass,NGC 5044 TR3
0.0698,17.361187932270052,NGC5044,True,WALLABY J130659-151041,8.643475110332005,0.1678565010897069,45,,False,1280,19,6.5213731626628375,3.8855929086500174,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130659-211444,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,17,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.08,17.361187932270052,NGC5044,True,WALLABY J130703-185253,9.499141029733916,0.2541834146756695,45,,False,1536,15,6.347568988526543,3.78203615002374,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130718-130903,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1967m132/legacysurvey-1967m132-image-r.fits.fz,False,,13,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0683,37.21524817992115,NGC5044,True,WALLABY J130718-162004,8.643966422090616,0.1497254710861565,53,,False,1024,17,17.234556043291555,10.268768106838545,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130730-164622,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1970m167/legacysurvey-1970m167-image-r.fits.fz,False,,8,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130732-132154,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1967m132/legacysurvey-1967m132-image-r.fits.fz,False,,13,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J130733-120657,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1969m120/legacysurvey-1969m120-image-r.fits.fz,False,,10,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0601,10.779931780783755,NGC5044,True,WALLABY J130733-140834,9.808895292899248,0.1748376507060602,40,,False,1280,22,3.1754962223867786,1.8920379643039467,pass,NGC 5044 TR3
0.06,30.75640345448028,NGC5044,True,WALLABY J130737-151812,9.849686867112498,0.14683612374915922,51,,False,1024,9,8.474560951435912,5.049349748201823,pass,NGC 5044 TR3
0.0989,49.53349532747505,NGC5044,True,WALLABY J130753-205916,10.598692648672904,0.10971218573080779,56,,False,1024,8,11.035463622801553,6.575197911066058,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130756-164123,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1970m167/legacysurvey-1970m167-image-r.fits.fz,False,,18,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0815,21.007037398046766,NGC5044,True,WALLABY J130757-193648,10.126019971691607,0.18830495855356313,47,,False,2560,19,7.651212406892557,4.558778638984901,pass,NGC 5044 TR3
0.0778,30.75640345448028,NGC5044,True,WALLABY J130759-180456,10.33556296955455,0.13348196082704653,51,,False,1024,14,9.61453073965579,5.728571503298223,pass,NGC 5044 TR3
0.0757,13.043717454748347,NGC5044,True,WALLABY J130812-145720,9.181550450738865,0.1615508548525907,42,,False,1280,19,4.798399647946136,2.8590033386948805,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130813-120248,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/196/1969m120/legacysurvey-1969m120-image-r.fits.fz,False,,10,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.104,79.77418955985188,NGC5044,True,WALLABY J130815-210002,8.542265660630722,0.14394543199373008,61,,False,1024,8,25.203517909866296,15.0168696102682,pass,NGC 5044 TR3
0.0794,9.799937982530686,NGC5044,True,WALLABY J130821-185647,9.695468513684611,0.1307587123181138,39,,False,2304,9,3.9061879727890054,2.327401899621621,pass,NGC 5044 TR3
0.0848,27.960366776800253,NGC5044,True,WALLABY J130825-194130,10.07276216250127,0.1300931855966243,50,,False,1024,4,4.990814319502055,2.9736486848005805,pass,NGC 5044 TR3
0.0998,23.107741137851445,NGC5044,True,WALLABY J130829-204924,7.761693265195108,0.19238309133246667,48,,False,2048,20,9.437311326494402,5.622979862108681,pass,NGC 5044 TR3
0.0912,37.21524817992115,NGC5044,True,WALLABY J130846-175751,10.505176093708716,0.13162040693305982,53,,False,1024,10,9.52813301695676,5.677093636556155,pass,NGC 5044 TR3
0.07,23.107741137851445,NGC5044,True,WALLABY J130854-171416,9.348644684677677,0.14197843597870907,48,,False,1024,5,9.562536013782319,5.69759177968758,pass,NGC 5044 TR3
0.0617,188.10336607404918,NGC5044,True,WALLABY J130857-153100,10.536638413227696,0.13506339537963877,70,,False,2560,21,25.49477991982818,15.190410607269655,pass,NGC 5044 TR3
0.072,1.0944390203869019,NGC5044,True,WALLABY J130901-172115,7.7895006095137145,0.2579371070481205,16,,False,1024,5,0.5517737924597048,0.3287602597924208,pass,NGC 5044 TR3
0.0776,6.08499045801062,NGC5044,True,WALLABY J130914-183640,8.794125520410823,0.17080665245581125,34,,False,1280,17,3.3828566059564324,2.0155883295163246,pass,NGC 5044 TR3
0.0873,23.107741137851445,NGC5044,True,WALLABY J130922-201247,10.347433060876137,0.14366495448515498,48,,False,1024,6,8.88258671831145,5.292461434463724,pass,NGC 5044 TR3
0.0767,25.41851525163659,NGC5044,True,WALLABY J130924-183226,10.339111795929442,0.140495693283793,49,,False,1024,17,4.277596309045048,2.548696029182014,pass,NGC 5044 TR3
0.0732,10.779931780783755,NGC5044,True,WALLABY J130932-145705,9.383544340380945,0.18195219282550215,40,,False,1280,16,3.948022747548688,2.352328076990502,pass,NGC 5044 TR3
0.0742,11.857924958862132,NGC5044,True,WALLABY J130934-145427,8.007993693300948,0.1350082624850768,41,,False,1280,16,5.876782585415684,3.501530148635919,pass,NGC 5044 TR3
0.0679,27.960366776800253,NGC5044,True,WALLABY J130937-150616,10.806532779743177,0.15341115576198308,50,,False,1280,16,5.442403996724045,3.2427168095138774,pass,NGC 5044 TR3
0.0568,7.36283845419285,NGC5044,True,WALLABY J130939-135908,8.604480314158621,0.20111401238988438,36,,False,1024,14,3.333799258545021,1.9863587675108394,pass,NGC 5044 TR3
0.0478,14.348089200223182,NGC5044,True,WALLABY J130941-132855,9.819561968529483,0.17133450881791787,43,,False,2304,19,5.8416208818688,3.4805799495674083,pass,NGC 5044 TR3
0.0733,13.043717454748347,NGC5044,True,WALLABY J130941-145553,7.666267908187756,0.20310046153648978,42,,False,1024,16,3.1597236447782393,1.8826402785438745,pass,NGC 5044 TR3
0.0467,33.83204379992831,NGC5044,True,WALLABY J130947-101916,8.598877248336999,0.1729690564666635,52,,False,2560,2,21.900935975378847,13.049110884490842,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130947-171234,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,5,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.048,45.03045029770459,NGC5044,True,WALLABY J130954-104332,9.918663077283814,0.14246661194115928,55,,False,1024,8,8.748864819240959,5.212786671219943,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J130958-171937,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,5,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
,,NGC5044,False,WALLABY J131001-162607,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1975m165/legacysurvey-1975m165-image-r.fits.fz,False,,14,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J131009-121223,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1975m122/legacysurvey-1975m122-image-r.fits.fz,False,,4,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0757,40.93677299791326,NGC5044,True,WALLABY J131017-171323,10.512082478285409,0.12061795952809766,54,,False,2560,13,11.56479007028898,6.890583496190009,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131021-214424,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1975m217/legacysurvey-1975m217-image-r.fits.fz,False,,8,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J131025-165550,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1976m167/legacysurvey-1976m167-image-r.fits.fz,False,,0,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J131029-213510,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1975m215/legacysurvey-1975m215-image-r.fits.fz,False,,3,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0766,40.93677299791326,NGC5044,True,WALLABY J131032-172527,11.021951566626075,0.1436103508415267,54,,False,2048,9,8.619389876470768,5.135642347942129,pass,NGC 5044 TR3
0.0728,15.7828981202455,NGC5044,True,WALLABY J131033-170323,8.176546756910787,0.16496905144222898,44,,False,2304,0,6.9781951056690446,4.157778544709502,pass,NGC 5044 TR3
0.0757,17.361187932270052,NGC5044,True,WALLABY J131037-144407,9.58168387612462,0.13827801115240018,45,,False,2048,16,7.26604357018392,4.3292856682227505,pass,NGC 5044 TR3
0.0717,11.857924958862132,NGC5044,True,WALLABY J131038-144004,8.011775750683592,0.19832868012964197,41,,False,1536,16,5.670179403811666,3.3784309427905486,pass,NGC 5044 TR3
0.0482,21.007037398046766,NGC5044,True,WALLABY J131049-105237,9.899742364791177,0.15254072175788522,47,,False,1280,19,6.600710241383901,3.932863871801848,pass,NGC 5044 TR3
0.0747,21.007037398046766,NGC5044,True,WALLABY J131049-182530,10.497013835900997,0.14976984399486795,47,,False,2560,11,6.362722863353714,3.791065197602882,pass,NGC 5044 TR3
0.0732,15.7828981202455,NGC5044,True,WALLABY J131049-182903,9.514723850836969,0.1783467755299957,44,,False,1024,11,7.991919912142352,4.7617804659470435,pass,NGC 5044 TR3
0.0879,21.007037398046766,NGC5044,True,WALLABY J131051-190753,10.767489585382336,0.14814299463415917,47,,False,2048,15,3.234930422867693,1.9274503080174028,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131054-185747,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,18,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
,,NGC5044,False,WALLABY J131103-144149,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,16,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0878,10.779931780783755,NGC5044,True,WALLABY J131104-185724,9.724073362590092,0.15677693895715472,40,,False,1280,18,3.6856002062135254,2.1959703375622817,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131109-163337,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1978m165/legacysurvey-1978m165-image-r.fits.fz,False,,20,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0431,25.41851525163659,NGC5044,True,WALLABY J131124-104927,8.831593090415133,0.17240356565027531,49,,False,1024,17,7.6286140205804225,4.545313970208684,pass,NGC 5044 TR3
0.0731,23.107741137851445,NGC5044,True,WALLABY J131132-144033,7.816313369226934,0.1633984628143109,48,,False,2816,11,11.913109387186402,7.098120625859462,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131139-165121,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/197/1978m167/legacysurvey-1978m167-image-r.fits.fz,False,,22,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0466,59.93552934624482,NGC5044,True,WALLABY J131142-103858,10.746104213332826,0.1344510157678797,58,,False,1792,17,7.26187734215691,4.32680332812753,pass,NGC 5044 TR3
0.0906,116.79739093457917,NGC5044,True,WALLABY J131145-191544,10.63816995841498,0.14643836916740588,65,,False,2048,15,19.548285937515107,11.647344711072563,pass,NGC 5044 TR3
0.075,15.7828981202455,NGC5044,True,WALLABY J131150-141025,9.980416429873534,0.16528277714005307,44,,False,2048,16,5.799162591740291,3.455282266560817,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131157-120351,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/198/1980m122/legacysurvey-1980m122-image-r.fits.fz,False,,8,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J131159-134336,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/198/1981m137/legacysurvey-1981m137-image-r.fits.fz,False,,12,,,no_dr10_imaging_coverage,NGC 5044 TR3
,,NGC5044,False,WALLABY J131210-131509,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/198/1980m132/legacysurvey-1980m132-image-r.fits.fz,False,,7,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0724,17.361187932270052,NGC5044,True,WALLABY J131222-143329,8.931984061827206,0.17602594634162036,45,,False,1024,3,7.703150529110412,4.589724636759378,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131244-155218,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,8,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
,,NGC5044,False,WALLABY J131247-132906,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/198/1981m135/legacysurvey-1981m135-image-r.fits.fz,False,,19,,,no_dr10_imaging_coverage,NGC 5044 TR3
0.0791,21.007037398046766,NGC5044,True,WALLABY J131248-173738,10.34195514059829,0.12969303854347558,47,,False,1024,1,5.173821916179112,3.0826890666558486,pass,NGC 5044 TR3
0.0878,9.799937982530686,NGC5044,True,WALLABY J131251-183142,8.6529548309029,0.16307719864666603,39,,False,2304,15,3.554912930522258,2.118103676812963,pass,NGC 5044 TR3
0.0478,33.83204379992831,NGC5044,True,WALLABY J131253-105339,9.485272277356934,0.15515506854445574,52,,False,1280,5,10.336401292225066,6.1586795541739905,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131312-182434,,,,no adjacent registered frame pair satisfied all frozen convergence criteria,False,,15,,,frame_nonconverged_after_registered_ladder,NGC 5044 TR3
0.0958,49.53349532747505,NGC5044,True,WALLABY J131321-185558,9.848405933715336,0.15234063640662066,56,,False,1280,14,11.58048259339529,6.899933483528536,pass,NGC 5044 TR3
,,NGC5044,False,WALLABY J131324-124234,,,,HTTP 404 https://portal.nersc.gov/cfs/cosmo/data/legacysurvey/dr10/south/coadd/198/1983m127/legacysurvey-1983m127-image-r.fits.fz,False,,21,,,no_dr10_imaging_coverage,NGC 5044 TR3
