galaxy_id,team_release,field_id,shard_index,status,reason,response_products_used,n_profile_annuli,profile_q_source,profile_rmax_arcsec,moment0_shape,mask_shape,n_mask_finite_pixels,pixel_scale_arcsec,moment0_inside_mask_sum,moment0_inside_mask_negative_pixels,mom0_url,mask_url,mom0_sha256,mask_sha256,mom0_bytes,mask_bytes
WALLABY J130132-190935,NGC 5044 TR3,NGC5044,21,pass,,False,14,0.7023179807913666,84.000000000168,42x35,123x42x35,238,6.000000000012,162226.875,34,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130132-190935_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130132-190935_NGC_5044_TR3_mask.fits,b9cb33f7678509e66bb0d5b53b125837d00f0579722382417f1eedfec3e1dfad,ea90a555921cbf0d15c506205e4253a62ac90b65a777d3805823725333eef91b,20160,192960
WALLABY J130133-191211,NGC 5044 TR3,NGC5044,7,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x35,94x38x35,199,6.000000000012,81293.96875,40,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130133-191211_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130133-191211_NGC_5044_TR3_mask.fits,f4a9a88b587e1d96650050dc055ab6a1ffbe2811bb418687c92b9ea57d19a98f,5a303fea55c2339ec8bff819bfd73f7f45d85ae06d129dd5a1f614c67e9eb89c,17280,138240
WALLABY J130133-192537,NGC 5044 TR3,NGC5044,8,pass,,False,9,0.8482195275810388,54.000000000108,34x36,63x34x36,153,6.000000000012,66003.21875,7,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130133-192537_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130133-192537_NGC_5044_TR3_mask.fits,d5b00e59516d41acd96255073b6348d61258c5cf4665e370cacb649eada7f4d0,b129add0c45e0e92ca548569c3978eed091ad7ac3a12f34c38ff98dd208c4441,17280,89280
WALLABY J130143-175939,NGC 5044 TR3,NGC5044,20,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,36x38,60x36x38,218,6.000000000012,83866.546875,57,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130143-175939_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130143-175939_NGC_5044_TR3_mask.fits,ad01b45309fd07c324d4f530e51701a09b48fad3cf70986da2eea8ffe2288dc3,8a3b8cbf9b9f10b62675b85221c548a4bf7e205765088eae80fb54a87e483017,17280,95040
WALLABY J130148-114530,NGC 5044 TR3,NGC5044,18,pass,,False,22,0.5159728496856083,132.000000000264,53x41,103x53x41,532,6.000000000012,519291.25,82,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130148-114530_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130148-114530_NGC_5044_TR3_mask.fits,c595cc65ec019e2d3358f84a94edde5f068882d6bac5596cf3720ccffc38c557,fce8bae35008cc1a2317c3c1b5e435c91bca0563ab05c94e2b3069538f55154e,23040,236160
WALLABY J130152-133135,NGC 5044 TR3,NGC5044,18,pass,,False,13,0.5658430990104003,78.000000000156,40x35,61x40x35,162,6.000000000012,36164.4140625,19,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130152-133135_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130152-133135_NGC_5044_TR3_mask.fits,df311240cd98fd8970d85b1116b084925ca37c900e371daecd2ddc8686787ce3,c49f043c839d2b64937b6c1619d1dc03d446f96f4114542d0672452c29af1656,17280,97920
WALLABY J130153-191443,NGC 5044 TR3,NGC5044,12,pass,,False,16,0.6767360684775384,96.000000000192,42x41,80x42x41,283,6.000000000012,102886.234375,42,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130153-191443_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130153-191443_NGC_5044_TR3_mask.fits,8e74cd7620b07de99baa7069be483d2c886ae04ed26df3eb1c77d81a414a388e,01d5f3da7d6b7e2ea28f4d0f301699636bbfcd357f7b298fdc10921a711e22a4,20160,149760
WALLABY J130154-144123,NGC 5044 TR3,NGC5044,10,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x39,85x38x39,261,6.000000000012,152232.359375,50,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130154-144123_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130154-144123_NGC_5044_TR3_mask.fits,c28783602b49e3a016decec303299ed90af9f1380b16d3f9050b824cad40a17d,32ec6b2f55669950a8907f67d006a105a83253af4a0a2da4a665b22077a86e24,20160,138240
WALLABY J130156-135401,NGC 5044 TR3,NGC5044,6,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,37x37,60x37x37,218,6.000000000012,119589.9453125,42,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130156-135401_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130156-135401_NGC_5044_TR3_mask.fits,b37461a374e1448f59704520a93db6a8681a38b7a6a8c702c3abd473c932ae38,012bb0be4a3e625943d08f8bda10abfa3eca7eb464e8958a821c535990a74a68,17280,95040
WALLABY J130157-165915,NGC 5044 TR3,NGC5044,11,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,37x37,62x37x37,210,6.000000000012,93375.453125,17,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130157-165915_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130157-165915_NGC_5044_TR3_mask.fits,38a34f374998184a16f985a8dee39bd2643a8ad4c249e571a255d7c1e19dd990,2cbbb3da994c2d93f82ca1a6fae06929c5436f05fd3a4e26180b3396169d210a,17280,97920
WALLABY J130158-164401,NGC 5044 TR3,NGC5044,2,pass,,False,14,0.7562477312873606,84.000000000168,41x33,49x41x33,176,6.000000000012,37911.72265625,20,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130158-164401_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130158-164401_NGC_5044_TR3_mask.fits,932d524854743ce9e7123aa45081d90fd8553f2397c1fa10f0f354a09eb80f51,806d9b2914e182e012d33d93a8d94f1cad924ba00d904e6343a750159b3816f8,17280,80640
WALLABY J130200-155427,NGC 5044 TR3,NGC5044,16,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,35x39,92x35x39,211,6.000000000012,90017.296875,13,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130200-155427_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130200-155427_NGC_5044_TR3_mask.fits,4d66fff4da8039ea4345de24e8c55c4fedb7adbb04d9aaa37f6aa91b8ae8f594,5a87c8316be90b9e636b7025b311b90a8c81807d45c974639be27131b8274bc5,17280,138240
WALLABY J130201-164147,NGC 5044 TR3,NGC5044,13,pass,,False,10,0.8651815914214648,60.000000000120004,35x34,50x35x34,124,6.000000000012,26106.376953125,7,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130201-164147_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130201-164147_NGC_5044_TR3_mask.fits,6f5e72659a77054ad7b8f0586802769607f8671f6f358d1fbab6b6a33c9280e5,6d399c8cfc8802fed36520c06cc989a8b7bfd77d574709a393a462db0e52d8a7,17280,72000
WALLABY J130201-164641,NGC 5044 TR3,NGC5044,22,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,24x42,132x24x42,247,6.000000000012,166636.09375,29,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130201-164641_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130201-164641_NGC_5044_TR3_mask.fits,a3a7457f7b3f6be6cd0bc0e8457d7e002a723268b9e4256ce18f6a2a788fc0d6,f81e8719ffc7dffdf4d103f81e12c76083711576b9f9cf6d9f876aa7a53232d8,17280,146880
WALLABY J130202-115118,NGC 5044 TR3,NGC5044,4,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,43x39,152x43x39,336,6.000000000012,232376.59375,39,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130202-115118_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130202-115118_NGC_5044_TR3_mask.fits,b679196ce20660c8fa9c6a9825233e0122a0f800f1a7d951cfe799fe7da2c03f,3fc0ec8ae737d96f8ae19194597cf0fc555ae3b2bd6533f3ab29a31f086db285,20160,267840
WALLABY J130203-145302,NGC 5044 TR3,NGC5044,6,pass,,False,35,0.47069251314366595,210.00000000042002,75x52,94x75x52,1235,6.000000000012,889508.375,84,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130203-145302_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130203-145302_NGC_5044_TR3_mask.fits,394447fe21a032219b13785a701a18fd1132a99acf463f1f255c4bf60091f077,7c5500a367333c2f05cc257b7f8445e4fa583f6b63abf70a48691f83358f25b4,28800,380160
WALLABY J130213-144945,NGC 5044 TR3,NGC5044,0,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,50x40,120x50x40,345,6.000000000012,126855.484375,45,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-144945_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-144945_NGC_5044_TR3_mask.fits,f5baab13885eea68d62070dc950355c146b47ea285bc6b7e7afd8129441d7f38,ca8b226c8ec1ced2c3e7465295f8a0815c5dab043850e4166a6f2551b0e11301,20160,253440
WALLABY J130213-145817,NGC 5044 TR3,NGC5044,17,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,71x70,114x71x70,1716,6.000000000012,1201446.5,173,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-145817_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-145817_NGC_5044_TR3_mask.fits,866e5f8ee13d024455624ea5d038fb29506bfe540712b6e17f3c4cbc95c6a3fc,e633a8c71ee30c7b69ccf8262e31437d3c17757789f470870bf1211827210e16,31680,578880
WALLABY J130213-171416,NGC 5044 TR3,NGC5044,21,pass,,False,26,0.7684524832053958,156.000000000312,57x59,59x57x59,850,6.000000000012,456589.1875,99,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-171416_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130213-171416_NGC_5044_TR3_mask.fits,59f77dde6921179c92549992aaeb3f2d3545081fd495f08e76774160f454e829,8be1c0face36de2b707fa63a20f7764a67039e160a4273197d5944446d994116,25920,210240
WALLABY J130215-170254,NGC 5044 TR3,NGC5044,5,pass,,False,10,0.7190110146240432,60.000000000120004,34x35,65x34x35,147,6.000000000012,66876.4140625,14,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130215-170254_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130215-170254_NGC_5044_TR3_mask.fits,a2fd46d8928c279e55a27a748024ce85d4846170faf755d36133b0cc8eab4370,145540d0167a79d4d4b2a0cad3418f17d696a01dae68a1055418823afb999a5d,17280,89280
WALLABY J130216-145410,NGC 5044 TR3,NGC5044,7,pass,,False,37,0.4223987835828807,222.000000000444,60x50,81x60x50,522,6.000000000012,154719.53125,36,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130216-145410_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130216-145410_NGC_5044_TR3_mask.fits,eda7ef17c728389f5c01a38bf870a2bf442edef310b36b3a911fd7359da6098b,8fe9f1209c7168516b39d6c539c48753e489a435026916fe950f0aa777a14fe1,25920,256320
WALLABY J130220-143758,NGC 5044 TR3,NGC5044,12,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x42,59x38x42,288,6.000000000012,85254.171875,62,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130220-143758_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130220-143758_NGC_5044_TR3_mask.fits,bb9808bb9bb1aa5461e07d3543567f88f43eb523c4b62ecfcf1ccb8318e0b407,a8c58b0604d05069d1e3385c878ef79a78f27fa08bc783575c25a376c8a7b1b1,20160,106560
WALLABY J130221-154600,NGC 5044 TR3,NGC5044,3,pass,,False,43,0.48198785389379845,258.000000000516,58x75,156x58x75,1158,6.000000000012,1273199.625,165,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130221-154600_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130221-154600_NGC_5044_TR3_mask.fits,9aa427f2951f982f4201c35fde7adf847857395397f2557bab4c7e72e264f54b,42596f8e0b1b73f320306a3d54e7f339957d8a9f68a1657eec1d40af146329e4,31680,691200
WALLABY J130223-122031,NGC 5044 TR3,NGC5044,13,pass,,False,23,0.6690555502359737,138.000000000276,50x47,127x50x47,572,6.000000000012,535094.5625,59,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-122031_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-122031_NGC_5044_TR3_mask.fits,498110377bc5febe6b7993a1d4c1b33df7dba027752851b5b9c244b91cf871b2,ee3f63a68c765a74bed9c5ee022f181b7d0257c018f40cf74f0b335d8fb5b218,23040,311040
WALLABY J130223-160911,NGC 5044 TR3,NGC5044,15,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,35x35,135x35x35,146,6.000000000012,79359.171875,11,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-160911_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-160911_NGC_5044_TR3_mask.fits,3bd6542ed43acda81aa29af255436a2516349af785501f34b6270e1e6021de6a,87144e78535487a6a94034f5518220485777c5ecdca57337b942e5f4bb2e8053,17280,178560
WALLABY J130223-174422,NGC 5044 TR3,NGC5044,8,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,38x40,54x38x40,225,6.000000000012,78648.1171875,41,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-174422_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130223-174422_NGC_5044_TR3_mask.fits,e8db6b140608ddba64e546bb65741a1ff01a44fb538e020d3903b7b34b353049,358344a6e5f1417e309d8def237046e0b8fd5330ee521b7a30eb7b77d981d304,20160,95040
WALLABY J130224-155038,NGC 5044 TR3,NGC5044,9,pass,,False,15,0.7817979472043574,90.00000000018001,40x38,82x40x38,200,6.000000000012,52594.58984375,32,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130224-155038_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130224-155038_NGC_5044_TR3_mask.fits,f95c9d537cebe0114e498e7e6ba3de11834546af0ad82e1bfcb8cafe61c9c44e,ccf9b1008c5b2f0c55a5dffc86f12e59f50987f7189b4ba14adf823a72989b95,20160,138240
WALLABY J130235-113803,NGC 5044 TR3,NGC5044,22,pass,,False,28,0.4717722348562185,168.000000000336,60x52,94x60x52,801,6.000000000012,582151.125,72,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130235-113803_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130235-113803_NGC_5044_TR3_mask.fits,e9f75b75e9aee3f83a6459f579500d4cafe293e95d778144c6cdd17c0a82afbe,cd688510588209cbae9b4439165b3a81ed050bbda93340ddc7e10074d2a5f75c,25920,305280
WALLABY J130241-192818,NGC 5044 TR3,NGC5044,6,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,39x43,103x39x43,292,6.000000000012,158902.171875,17,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130241-192818_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130241-192818_NGC_5044_TR3_mask.fits,67ddaa5f2aefce15c0da7687d50201eafe46888dc48cff21f6f97e12182b268e,e55b38ec6fc65534057708121a148608104427b608a2cd0637b6433ed8068222,20160,184320
WALLABY J130244-125326,NGC 5044 TR3,NGC5044,18,pass,,False,13,0.742198901981065,78.000000000156,36x39,129x36x39,240,6.000000000012,103262.5234375,24,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130244-125326_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130244-125326_NGC_5044_TR3_mask.fits,f0b3f75e14b022b11992fe33e34158be49abd08c977992419ca22c8e53f4d081,92bc0bc5b6b2a9c0487ccd35bdc00574df0cd84a14c0d1f42e5688fa01097b6d,17280,192960
WALLABY J130246-115536,NGC 5044 TR3,NGC5044,2,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,32x34,54x32x34,135,6.000000000012,51781.5546875,18,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130246-115536_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130246-115536_NGC_5044_TR3_mask.fits,cfd1aeed972af9f7d7bd91a513d08c7800c4c07f9dabd05502c926386e2405d7,59e44f0c41c490bae5e181f3ebe4fc5c0e0798efed901a94861c7a2ffbf20fcd,17280,72000
WALLABY J130246-151426,NGC 5044 TR3,NGC5044,20,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,35x34,76x35x34,156,6.000000000012,65483.4609375,18,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130246-151426_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130246-151426_NGC_5044_TR3_mask.fits,86cfcaa339a734c0fd24ee40799b6d81b6ddfc33922fa0f59618f05bc00e35f5,2ca6d74d6b593e2b98001e90290d0e2683345d6b1cc4651a414100a9f58a751b,17280,103680
WALLABY J130252-113001,NGC 5044 TR3,NGC5044,10,pass,,False,13,0.7150374360575963,78.000000000156,38x35,99x38x35,203,6.000000000012,119816.296875,20,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130252-113001_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130252-113001_NGC_5044_TR3_mask.fits,65698248def5c352bfb6674c378cb48311b982d2fe13d5698e1b3c96215bb5e8,6bc1ab5141902e4c9037ed041baa576dbbc7de2c8d1c2ee576af801c16b79f6e,17280,144000
WALLABY J130254-135530,NGC 5044 TR3,NGC5044,6,pass,,False,11,0.7147703073688194,66.000000000132,38x31,71x38x31,149,6.000000000012,49462.890625,16,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130254-135530_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130254-135530_NGC_5044_TR3_mask.fits,a198b69000a1d4a968719b378b0e065529dfa0e9a4ce765c7188dfa5fe133b77,f20263f822f265b294693ba6e381b8c4626ac10bfab744227d41237de86985ce,17280,97920
WALLABY J130254-155621,NGC 5044 TR3,NGC5044,6,pass,,False,9,0.7583196415868644,54.000000000108,32x35,68x32x35,131,6.000000000012,48312.265625,24,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130254-155621_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130254-155621_NGC_5044_TR3_mask.fits,7f235521b2827fc3c26a3ab78030440df5e9f074e98444dc840fa9b8baca7ab9,618064791f782946285bd0b80a26274ab177a19aa77930aac2a3f8069dfb2b06,17280,89280
WALLABY J130302-201332,NGC 5044 TR3,NGC5044,22,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,39x30,79x39x30,284,6.000000000012,170997.1875,69,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130302-201332_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130302-201332_NGC_5044_TR3_mask.fits,5158eaed3278d012b04fe64d0d4d70956ea5dd854e7d33ff24cd79df4efa07e7,1d325d51508ed5ca6e2991e614e74fa85d787970f207816ff1ce862f644d23df,17280,106560
WALLABY J130306-193614,NGC 5044 TR3,NGC5044,10,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,40x35,81x40x35,282,6.000000000012,152143.71875,47,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130306-193614_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130306-193614_NGC_5044_TR3_mask.fits,d601976684a6289d6b5149585110257e7c4b087e153fce268e5073b6773dca36,b42c91217cc27b6387edcff72b9e714efad0dc707565585f92a55cc51ce8d75b,17280,126720
WALLABY J130309-193935,NGC 5044 TR3,NGC5044,0,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,36x42,120x36x42,231,6.000000000012,102253.8125,30,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130309-193935_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130309-193935_NGC_5044_TR3_mask.fits,3ac9cabfacf1e818013f53061d73fa931df316b3c34b4d2ff2b6e35a034061dc,945edc3a94d2d9b036ad772aead625a1cf3466cfc2e7f5492940e7db134d7b50,20160,192960
WALLABY J130311-134534,NGC 5044 TR3,NGC5044,13,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,32x31,63x32x31,101,6.000000000012,41690.2421875,15,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130311-134534_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130311-134534_NGC_5044_TR3_mask.fits,edc7e65b501520e444080b877282f053391c5bac8be5e75f45a38ea1963671fd,959f05e2cb60253c98f0b478c27d260c60d4238a983caa2da87c89b03480b2e6,17280,74880
WALLABY J130311-172230,NGC 5044 TR3,NGC5044,17,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,62x47,67x62x47,1231,6.000000000012,889202.625,85,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130311-172230_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130311-172230_NGC_5044_TR3_mask.fits,cbdd214834ee0b22d68552844a560b722b7ac6357cd188be3fb99a5ed620ad6d,9290bcc94da27ab40aba1e4b19e21600534f68c5a59a908ef4dddbf1e5e25ab3,25920,207360
WALLABY J130314-172514,NGC 5044 TR3,NGC5044,9,profile_rejected,negative source annular moment-0 weight; no clipping is allowed,False,,,,97x142,89x97x142,6010,6.000000000012,14681950.0,748,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130314-172514_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130314-172514_NGC_5044_TR3_mask.fits,1eea44f3b611d745976704fd824215c681eff5e7a8d91f23fcd5dc209f89d40b,1309f41d9c7d0394f66e99d3e2ed223bd20469101e008767408c56b2c0aa067b,69120,1238400
WALLABY J130315-140627,NGC 5044 TR3,NGC5044,4,pass,,False,11,0.7127747822684584,66.000000000132,36x35,91x36x35,193,6.000000000012,82764.8984375,32,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130315-140627_NGC_5044_TR3_mom0.fits,https://ws.cadc-ccda.hia-iha.nrc-cnrc.gc.ca/data/pub/WALLABY/WALLABY_J130315-140627_NGC_5044_TR3_mask.fits,0b0b5dd0a6f38ec68038f2bddc1986f3386ce7996bc16d3ebcb60f3fe8d86223,ca98dfd1573556f20580a672c6dc43f2554971eaaafee8941f69bc4e3ee67bd0,17280,126720
